Item Name,Unit,Price,Quantity,Amount,Created
Mushroom,box,24.29,105,2550.45,8-1-2023
Thyme,box,1000,0.5,500,8-1-2023
Thomson Grapes,kg,205.13,7.8,1600.014,8-1-2023
Spring Onion,kg,130,5,650,8-1-2023
Capsicum Green,kg,120,30,3600,8-1-2023
Onion,kg,20,200,4000,8-1-2023
Pokchoy,kg,180,4,720,8-1-2023
Iceberg,kg,190,5,950,8-1-2023
Shelled Sweetcorn,packet,16,5,80,8-1-2023
Arbi,kg,50,10,500,8-1-2023
Cucumber Local,kg,30,15,450,8-1-2023
Radish White,kg,60,15,900,8-1-2023
Peeled Garlic,kg,130,5,650,8-1-2023
Cabbage Green,kg,40,20,800,8-1-2023
Cucumber White,kg,70,60,4200,8-1-2023
Beet Root,kg,40,10,400,8-1-2023
Babycorn,packet,40,10,400,8-1-2023
Water Melon Red,kg,50,80,4000,8-1-2023
Bottle Gourd,kg,40,25,1000,8-1-2023
Pomegranate,kg,130,10,1300,8-1-2023
Muskmelon,kg,90.91,8.8,800.008,8-1-2023
Coriander,kg,160,15,2400,8-1-2023
Mango Langda,kg,69.48,42,2918.16,8-1-2023
Basil Italian,kg,160,1,160,8-1-2023
Carrot Delhi,kg,40,35,1400,8-1-2023
Bhindi,kg,40,10,400,8-1-2023
Asparagus,kg,950,3.2,3040,8-1-2023
Tomato Red Cherry,box,180,1,180,8-1-2023
Capsicum Red,kg,220,5,1100,8-1-2023
Pumpkin,kg,40,30,1200,8-1-2023
Ginger,kg,220,10,2200,8-1-2023
Mosambi,kg,46.15,19.5,899.925,8-1-2023
Palak,kg,60,30,1800,8-1-2023
Capsicum Yellow,kg,220,5,1100,8-1-2023
Lemon,kg,70.57,35,2469.95,8-1-2023
Tendor Coconut,pc,55,60,3300,8-1-2023
Banana Normal,pc,5.05,105,530.25,8-1-2023
Sun Melon,kg,53.33,15,799.95,8-1-2023
Tomato Himsona,kg,160,150,24000,8-1-2023
Imported Babugosha,kg,241.67,12,2900.04,8-1-2023
Thai Guava,kg,100,10,1000,8-1-2023
Apple Washington,kg,243.9,20.5,4999.95,8-1-2023
Round Gourd,kg,50,10,500,8-1-2023
Blueberry Jumbo,box,191.67,24,4600.08,8-1-2023
Coconut Husk,pc,20,10,200,8-1-2023
Potato Phadi,kg,23,50,1150,8-1-2023
White Petha,kg,30,20,600,8-1-2023
Baby Onion,kg,30,10,300,8-1-2023
Red Potato,kg,17,50,850,8-1-2023
Kiwi Local,pc,26.67,30,800.1,8-1-2023
AMERICAN CORN FROZEN,pkt,65,5,325,8-1-2023
LEMON GREEN,kg,40,5,200,8-1-2023
DRAGON FRUIT PINK,pc,43.75,32,1400,8-1-2023
GREEN PEAS FROZEN,kg,64,5,320,8-1-2023
Australian avocado,No,100,24,2400,8-1-2023
BANANA LEAVES,EA,20,15,300,8-1-2023
Dairy Naturals Cow Milk,pkt,31.5,4,126,8-1-2023
Doozy Desi Cow Milk,pkt,42.5,4,170,8-1-2023
Doozy Farms Paneer,pkt,80.5,6,483,8-1-2023
Dairy Naturals Cow Milk,pkt,31.5,6,189,8-1-2023
Doozy Dahi,jar,43,4,172,8-1-2023
Doozy Desi Cow Milk,pkt,42.5,8,340,8-1-2023
Doozy Farms Paneer,pkt,80.5,8,644,8-1-2023
Dairy Naturals Cow Milk,pkt,31.5,5,157.5,8-1-2023
Doozy Desi Cow Milk,pkt,42.5,8,340,8-1-2023
Doozy Farms Paneer,pkt,80.5,6,483,8-1-2023
Dairy Naturals Cow Milk,pkt,31.5,7,220.5,8-1-2023
Doozy Desi Cow Milk,pkt,42.5,8,340,8-1-2023
Doozy Farms Paneer,pkt,80.5,6,483,8-1-2023
Dairy Naturals Cow Milk,pkt,31.5,8,252,8-1-2023
Doozy Desi Cow Milk,pkt,42.5,8,340,8-1-2023
Doozy Dahi,jar,43,4,172,8-1-2023
Doozy Farms Paneer,pkt,80.5,6,483,8-1-2023
Dairy Naturals Cow Milk,pkt,31.5,6,189,8-1-2023
Doozy Dahi,jar,43,3,129,8-1-2023
Doozy Desi Cow Milk,pkt,42.5,6,255,8-1-2023
Doozy Farms Paneer,pkt,80.5,6,483,8-1-2023
Dairy Naturals Cow Milk,pkt,31.5,6,189,8-1-2023
Doozy Dahi,jar,43,5,215,8-1-2023
Doozy Desi Cow Milk,pkt,42.5,6,255,8-1-2023
Doozy Farms Paneer,pkt,80.5,5,402.5,8-1-2023
Banana Robusta,kg,39.3,13.5,530.55,8-2-2023
Amla,kg,150,5,750,8-2-2023
Broccoli,kg,180,20,3600,8-2-2023
Ridge Gourd,kg,50,12,600,8-2-2023
Papaya,kg,47,45,2115,8-2-2023
Chilli Green,kg,80,5,400,8-2-2023
Parsley,box,170,1,170,8-2-2023
Beans French,kg,100,5,500,8-2-2023
Brinjal Black Big,kg,63.2,9.5,600.4,8-2-2023
Zuchchini Yellow,kg,140,5,700,8-2-2023
Brinjal Black Long,kg,61.2,9.8,599.76,8-2-2023
Sweet Potato,kg,100,10,1000,8-2-2023
Cauliflower,kg,120,25,3000,8-2-2023
Mint,pkt,100,3,300,8-2-2023
Lettuce,kg,180,3,540,8-2-2023
Mushroom,box,25,80,2000,8-2-2023
Spring Onion,kg,130,3,390,8-2-2023
Capsicum Green,kg,120,20,2400,8-2-2023
Onion,kg,26.1,150,3915,8-2-2023
Iceberg,kg,200,9.5,1900,8-2-2023
Arbi,kg,50,5,250,8-2-2023
Blueberry,box,179.2,12,2150.4,8-2-2023
Celery,kg,100,1,100,8-2-2023
Radish White,kg,60,5,300,8-2-2023
Peeled Garlic,kg,130,5,650,8-2-2023
Sprouts Chana,box,16,5,80,8-2-2023
Cabbage Green,kg,36,5,180,8-2-2023
Cucumber White,kg,60.6,29.7,1799.82,8-2-2023
Apple Granny Smith,kg,211.1,9,1899.9,8-2-2023
Babycorn,packet,40,5,200,8-2-2023
Water Melon Red,kg,37.5,64,2400,8-2-2023
Bottle Gourd,kg,40,20,800,8-2-2023
Pomegranate,kg,130,10,1300,8-2-2023
Muskmelon,kg,37.5,8,300,8-2-2023
Coriander,kg,180,10,1800,8-2-2023
Leeks,kg,100,1,100,8-2-2023
Carrot Delhi,kg,35,10,350,8-2-2023
Bhindi,kg,40,1,40,8-2-2023
Asparagus,kg,950,3,2850,8-2-2023
Tomato Red Cherry,box,300,1,300,8-2-2023
Capsicum Red,kg,200,10,2000,8-2-2023
Valencia Orange,nos,50,45,2250,8-2-2023
Pumpkin,kg,50,20,1000,8-2-2023
Zucchini Green,kg,140,5,700,8-2-2023
Ginger,kg,181.8,11,1999.8,8-2-2023
Cabbage Red,kg,60,5,300,8-2-2023
Kiwi Imported Zespri Gold,box,141.7,12,1700.4,8-2-2023
Palak,kg,45.6,39.5,1801.2,8-2-2023
Capsicum Yellow,kg,200,10,2000,8-2-2023
Bitter Gourd,kg,50.5,9.9,499.95,8-2-2023
Lemon,kg,60,20,1200,8-2-2023
Tendor Coconut,pc,27.5,40,1100,8-2-2023
Sun Melon,kg,37.5,8,300,8-2-2023
Tomato Himsona,kg,184,125,23000,8-2-2023
Thai Guava,kg,100,10,1000,8-2-2023
Pineapple Rani,pc,80,70,5600,8-2-2023
Raw Papaya,kg,50,2,100,8-2-2023
Imported Plum Red,kg,127.3,11,1400.3,8-2-2023
Rocket Leaf,box,700,0.5,350,8-2-2023
Potato Phadi,kg,25,52,1300,8-2-2023
Jacks Fruit,kg,48.9,13.3,650.37,8-2-2023
Indian Babbugosa,kg,232,12.5,2900,8-2-2023
South Pear,kg,311.8,12.7,3959.86,8-2-2023
Newzeeland Queen Apple,kg,127.8,18,2300.4,8-2-2023
AMERICAN CORN FROZEN,pkt,65,2,130,8-2-2023
CHINES GARLIC,kg,255.1,9.8,2499.98,8-2-2023
LEMON GREEN,kg,40,2,80,8-2-2023
BANANA LEAVES,EA,20,10,200,8-2-2023
Dairy Naturals Cow Milk,pkt,31.5,8,252,8-2-2023
Doozy Desi Cow Milk,pkt,42.5,6,255,8-2-2023
Dairy Naturals Cow Milk,pkt,31.5,4,126,8-2-2023
Doozy Farms Paneer,pkt,80.5,8,644,8-2-2023
Dairy Naturals Cow Milk,pkt,31.5,6,189,8-2-2023
Doozy Dahi,jar,43,4,172,8-2-2023
Doozy Desi Cow Milk,pkt,42.5,6,255,8-2-2023
Dairy Naturals Cow Milk,pkt,31.5,8,252,8-2-2023
Doozy Dahi,jar,43,4,172,8-2-2023
Doozy Desi Cow Milk,pkt,42.5,8,340,8-2-2023
Doozy Farms Paneer,pkt,80.5,12,966,8-2-2023
Dairy Naturals Cow Milk,pkt,31.5,7,220.5,8-2-2023
Doozy Desi Cow Milk,pkt,42.5,8,340,8-2-2023
Doozy Farms Paneer,pkt,80.5,8,644,8-2-2023
Dairy Naturals Cow Milk,pkt,31.5,10,315,8-2-2023
Doozy Dahi,jar,43,8,344,8-2-2023
Doozy Desi Cow Milk,pkt,42.5,10,425,8-2-2023
Doozy Farms Paneer,pkt,80.5,10,805,8-2-2023
Dairy Naturals Cow Milk,pkt,31.5,8,252,8-2-2023
Doozy Dahi,jar,43,5,215,8-2-2023
Doozy Desi Cow Milk,pkt,42.5,8,340,8-2-2023
Doozy Farms Paneer,pkt,80.5,12,966,8-2-2023
Dairy Naturals Cow Milk,pkt,31.5,6,189,8-2-2023
Doozy Desi Cow Milk,pkt,42.5,6,255,8-2-2023
Doozy Farms Paneer,pkt,80.5,6,483,8-2-2023
Doozy Dahi,jar,43,6,258,8-2-2023
Doozy Desi Cow Milk,pkt,42.5,6,255,8-2-2023
Doozy Farms Paneer,pkt,80.5,6,483,8-2-2023
Dairy Naturals Cow Milk,pkt,31.5,6,189,8-2-2023
Doozy Dahi,jar,43,6,258,8-2-2023
Doozy Desi Cow Milk,pkt,42.5,6,255,8-2-2023
Doozy Farms Paneer,pkt,80.5,12,966,8-2-2023
Dairy Naturals Cow Milk,pkt,31.5,8,252,8-2-2023
Doozy Dahi,jar,43,3,129,8-2-2023
Doozy Desi Cow Milk,pkt,42.5,8,340,8-2-2023
Doozy Farms Paneer,pkt,80.5,12,966,8-2-2023
Dairy Naturals Cow Milk,pkt,31.5,8,252,8-2-2023
Doozy Dahi,jar,43,4,172,8-2-2023
Doozy Desi Cow Milk,pkt,42.5,4,170,8-2-2023
Doozy Farms Paneer,pkt,80.5,12,966,8-2-2023
Dairy Naturals Cow Milk,pkt,31.5,8,252,8-2-2023
Doozy Desi Cow Milk,pkt,42.5,8,340,8-2-2023
Doozy Farms Paneer,pkt,80.5,6,483,8-2-2023
Dairy Naturals Cow Milk,pkt,31.5,8,252,8-2-2023
Doozy Dahi,jar,43,3,129,8-2-2023
Doozy Desi Cow Milk,pkt,42.5,8,340,8-2-2023
Doozy Farms Paneer,pkt,80.5,6,483,8-2-2023
Dairy Naturals Cow Milk,pkt,31.5,4,126,8-2-2023
Doozy Dahi,jar,43,4,172,8-2-2023
Doozy Desi Cow Milk,pkt,42.5,8,340,8-2-2023
Doozy Farms Paneer,pkt,80.5,6,483,8-2-2023
Green Peas,kg,180,15,2700,8-3-2023
Broccoli,kg,190,20,3800,8-3-2023
Ridge Gourd,kg,50,6,300,8-3-2023
Papaya,kg,49.8,33,1643.4,8-3-2023
Chilli Green,kg,100,5,500,8-3-2023
Parsley,box,85,2,170,8-3-2023
Beans French,kg,100,20,2000,8-3-2023
Brinjal Black Big,kg,60,10,600,8-3-2023
Brinjal Black Round,kg,60,10,600,8-3-2023
Lettuce Lolorosa Red,kg,180,2,360,8-3-2023
Zuchchini Yellow,kg,120,10,1200,8-3-2023
Mango Chousa,kg,136,25,3400,8-3-2023
Cauliflower,kg,120,30,3600,8-3-2023
Mint,pkt,90,3,270,8-3-2023
Lettuce,kg,150,2,300,8-3-2023
Mushroom,box,26,105,2730,8-3-2023
Spring Onion,kg,43.3,3,129.9,8-3-2023
Capsicum Green,kg,150,30,4500,8-3-2023
Onion,kg,21,100,2100,8-3-2023
Pokchoy,kg,160,4,640,8-3-2023
Iceberg,kg,162.7,5.9,959.93,8-3-2023
Shelled Sweetcorn,packet,16,5,80,8-3-2023
Radish White,kg,60,15,900,8-3-2023
Peeled Garlic,kg,130,10,1300,8-3-2023
Parwal,kg,60,5,300,8-3-2023
Sprouts Chana,box,16,5,80,8-3-2023
Cabbage Green,kg,40,10,400,8-3-2023
Cucumber White,kg,60,40,2400,8-3-2023
Beet Root,kg,40,15,600,8-3-2023
Babycorn,packet,35,5,175,8-3-2023
Water Melon Red,kg,36.7,66,2422.2,8-3-2023
Bottle Gourd,kg,40,10,400,8-3-2023
Coriander,kg,160,10,1600,8-3-2023
Basil Italian,kg,160,1,160,8-3-2023
Leeks,kg,50,2,100,8-3-2023
Carrot Delhi,kg,40,20,800,8-3-2023
Bhindi,kg,40,20,800,8-3-2023
Asparagus,kg,900,3,2700,8-3-2023
Cabbage Chinese,kg,150,2,300,8-3-2023
Capsicum Red,kg,200,15,3000,8-3-2023
Orange Valencia,kg,146.7,30,4401,8-3-2023
Zucchini Green,kg,120,5,600,8-3-2023
Ginger,kg,200,5,1000,8-3-2023
Kiwi Imported Zespri Gold,box,141.7,12,1700.4,8-3-2023
Mosambi,kg,45,40,1800,8-3-2023
Apple Red Delicious,kg,255.6,9,2300.4,8-3-2023
Palak,kg,40,20,800,8-3-2023
Capsicum Yellow,kg,200,5,1000,8-3-2023
Bitter Gourd,kg,60,12,720,8-3-2023
Lemon,kg,60,20,1200,8-3-2023
Tendor Coconut,pc,52.5,20,1050,8-3-2023
Mini Orange,kg,161.9,10.5,1699.95,8-3-2023
Tomato Himsona,kg,176,125,22000,8-3-2023
Tenchi Pear,kg,346.2,13,4500.6,8-3-2023
Round Gourd,kg,50,10,500,8-3-2023
Kachi Haldi,kg,120,5,600,8-3-2023
Pineapple Rani,pc,80,20,1600,8-3-2023
Coconut Husk,pc,20,10,200,8-3-2023
Pineapple Raja,pc,66.7,12,800.4,8-3-2023
Afghan Cherry,box,375,8,3000,8-3-2023
Raw Papaya,kg,60,2,120,8-3-2023
Afghan Apricot,box,175,8,1400,8-3-2023
Potato Phadi,kg,26,50,1300,8-3-2023
Achari Green Chilly,kg,100,5,500,8-3-2023
Red Potato,kg,16,50,800,8-3-2023
Newzeeland Queen Apple,kg,255.6,18,4600.8,8-3-2023
AMERICAN CORN FROZEN,pkt,50,6,300,8-3-2023
LEMON GREEN,kg,40,2,80,8-3-2023
AFGAN KANDA CHERRY,box,680,5,3400,8-3-2023
Australian avocado,No,96,50,4800,8-3-2023
BANANA LEAVES,EA,20,15,300,8-3-2023
Dairy Naturals Cow Milk,pkt,31.5,6,189,8-3-2023
Doozy Dahi,jar,43,4,172,8-3-2023
Doozy Desi Cow Milk,pkt,42.5,6,255,8-3-2023
Dairy Naturals Cow Milk,pkt,31.5,8,252,8-3-2023
Doozy Dahi,jar,43,6,258,8-3-2023
Doozy Desi Cow Milk,pkt,42.5,8,340,8-3-2023
Doozy Farms Paneer,pkt,80.5,6,483,8-3-2023
Dairy Naturals Cow Milk,pkt,31.5,6,189,8-3-2023
Doozy Dahi,jar,43,6,258,8-3-2023
Doozy Desi Cow Milk,pkt,42.5,6,255,8-3-2023
Doozy Farms Paneer,pkt,80.5,8,644,8-3-2023
Dairy Naturals Cow Milk,pkt,31.5,6,189,8-3-2023
Doozy Desi Cow Milk,pkt,42.5,6,255,8-3-2023
Doozy Farms Paneer,pkt,80.5,6,483,8-3-2023
Dairy Naturals Cow Milk,pkt,31.5,8,252,8-3-2023
Doozy Dahi,jar,43,4,172,8-3-2023
Doozy Desi Cow Milk,pkt,42.5,8,340,8-3-2023
Dairy Naturals Cow Milk,pkt,31.5,8,252,8-3-2023
Doozy Dahi,jar,43,5,215,8-3-2023
Doozy Desi Cow Milk,pkt,42.5,8,340,8-3-2023
Doozy Farms Paneer,pkt,80.5,12,966,8-3-2023
Dairy Naturals Cow Milk,pkt,31.5,8,0,8-3-2023
Doozy Desi Cow Milk,pkt,42.5,8,0,8-3-2023
Doozy Farms Paneer,pkt,80.5,12,0,8-3-2023
Green Peas,kg,180,5,900,8-4-2023
Broccoli,kg,200,10,2000,8-4-2023
Ridge Gourd,kg,50,10,500,8-4-2023
Avocado,pc,550,22,12100,8-4-2023
Papaya,kg,45,20,900,8-4-2023
Apple Royal Gala,kg,213.1,18.3,3899.73,8-4-2023
Chilli Green,kg,94.8,5.8,549.84,8-4-2023
Parsley,box,150,1,150,8-4-2023
Beans French,kg,100,3,300,8-4-2023
Brinjal Black Round,kg,50,5,250,8-4-2023
Zuchchini Yellow,kg,120,5,600,8-4-2023
Mango Chousa,kg,136.4,33,4501.2,8-4-2023
Sweet Potato,kg,120,5,600,8-4-2023
Cauliflower,kg,118.2,20.3,2399.46,8-4-2023
Mint,pkt,120,3,360,8-4-2023
Dragon Fruit,pc,47.6,21,999.6,8-4-2023
Lettuce,kg,120,2,240,8-4-2023
Mushroom,box,23.2,111,2575.2,8-4-2023
Thomson Grapes,kg,179.5,7.8,1400.1,8-4-2023
Spring Onion,kg,120,3,360,8-4-2023
Capsicum Green,kg,120,10,1200,8-4-2023
Basil,box,140,1,140,8-4-2023
Onion,kg,21,100,2100,8-4-2023
Pokchoy,kg,160,3,480,8-4-2023
Iceberg,kg,120,8,960,8-4-2023
Shelled Sweetcorn,packet,16,5,80,8-4-2023
Arbi,kg,50,10,500,8-4-2023
Blueberry,box,179.2,12,2150.4,8-4-2023
Cucumber Local,kg,30,20,600,8-4-2023
Celery,kg,120,2,240,8-4-2023
Peeled Garlic,kg,130,10,1300,8-4-2023
Sprouts Chana,box,16,5,80,8-4-2023
Cabbage Green,kg,35,20,700,8-4-2023
Cucumber White,kg,60,20,1200,8-4-2023
Beet Root,kg,40,5,200,8-4-2023
Babycorn,packet,20,10,200,8-4-2023
Water Melon Red,kg,35,60,2100,8-4-2023
Bottle Gourd,kg,30,10,300,8-4-2023
Muskmelon,kg,87,18.4,1600.8,8-4-2023
Coriander,kg,100,10,1000,8-4-2023
Leeks,kg,80,2,160,8-4-2023
Carrot Delhi,kg,40,15,600,8-4-2023
Bhindi,kg,40,7,280,8-4-2023
Tomato Red Cherry,box,300,1,300,8-4-2023
Cabbage Chinese,kg,266.7,1.2,320.04,8-4-2023
Brinjal Green Long,kg,60,5,300,8-4-2023
Orange Valencia,kg,151.7,29,4399.3,8-4-2023
Apple Chinese Fuji,kg,260,10,2600,8-4-2023
Pumpkin,kg,49.3,20.3,1000.79,8-4-2023
Zucchini Green,kg,100,5,500,8-4-2023
Ginger,kg,200,5,1000,8-4-2023
Cabbage Red,kg,70,2,140,8-4-2023
Kiwi Imported Zespri Gold,box,275,12,3300,8-4-2023
Palak,kg,40,25,1000,8-4-2023
Lemon,kg,55,20,1100,8-4-2023
Tendor Coconut,pc,55,40,2200,8-4-2023
Tomato Himsona,kg,200,125,25000,8-4-2023
Tenchi Pear,kg,184,25,4600,8-4-2023
Imported Babugosha,kg,98.6,29.4,2898.84,8-4-2023
Thai Guava,kg,100,10,1000,8-4-2023
Round Gourd,kg,40,20,800,8-4-2023
Pineapple Rani,pc,75,30,2250,8-4-2023
Afghan Cherry,box,350,8,2800,8-4-2023
Imported Plum Red,kg,136.4,6.6,900.24,8-4-2023
Rocket Leaf,box,700,0.4,280,8-4-2023
Afghan Apricot,box,150,8,1200,8-4-2023
Potato Phadi,kg,26,50,1300,8-4-2023
White Petha,kg,27.3,11,300.3,8-4-2023
Baby Onion,kg,31.3,9.6,300.48,8-4-2023
Newzeeland Queen Apple,kg,264.4,17.4,4600.56,8-4-2023
LEMON GREEN,kg,40,3,120,8-4-2023
Basil,box,100,1,100,8-4-2023
Broccoli,kg,220,15,3300,8-4-2023
Cabbage Chinese,kg,160,3,480,8-4-2023
Chilli Red,kg,250,1,250,8-4-2023
FRESH CHIVES,kg,380,2,760,8-4-2023
Iceberg,kg,70,10,700,8-4-2023
Lettuce,kg,150,1.5,225,8-4-2023
Lettuce Lolorosa Red,kg,160,5,800,8-4-2023
Pokchoy,kg,250,2.4,600,8-4-2023
Zucchini Green,kg,90,5,450,8-4-2023
Zuchchini Yellow,kg,90,7,630,8-4-2023
Amla,kg,102.86,3.5,360.01,8-5-2023
Broccoli,kg,200,15,3000,8-5-2023
Papaya,kg,45,20,900,8-5-2023
Lemongrass,kg,140,1,140,8-5-2023
Chilli Green,kg,100,2,200,8-5-2023
Beans French,kg,100,10,1000,8-5-2023
Brinjal Black Big,kg,60,10,600,8-5-2023
Zuchchini Yellow,kg,100,4,400,8-5-2023
Mango Chousa,kg,121.74,11.5,1400.01,8-5-2023
Red Globe,kg,230.77,6.5,1500.005,8-5-2023
Cauliflower,kg,100,10,1000,8-5-2023
Mint,pkt,100,3,300,8-5-2023
Spring Onion,kg,120,1,120,8-5-2023
Capsicum Green,kg,120,20,2400,8-5-2023
Onion,kg,22,50,1100,8-5-2023
Iceberg,kg,130,5,650,8-5-2023
Blueberry,box,175,24,4200,8-5-2023
Cucumber Local,kg,30,25,750,8-5-2023
Celery,kg,100,1,100,8-5-2023
Radish White,kg,50,5,250,8-5-2023
Peeled Garlic,kg,130,3,390,8-5-2023
Sprouts Chana,box,16,10,160,8-5-2023
Cabbage Green,kg,18,20,360,8-5-2023
Cucumber White,kg,60,20,1200,8-5-2023
Onion White,kg,100,5,500,8-5-2023
Babycorn,packet,400,1,400,8-5-2023
Water Melon Red,kg,35,46,1610,8-5-2023
Bottle Gourd,kg,40,10,400,8-5-2023
Pomegranate,kg,140,20,2800,8-5-2023
Kiwi Imported Zespri Green,box,158.33,12,1899.96,8-5-2023
Coriander,kg,120,10,1200,8-5-2023
Basil Italian,kg,150,1,150,8-5-2023
Carrot Delhi,kg,40,20,800,8-5-2023
Bhindi,kg,50,10,500,8-5-2023
Asparagus,kg,900,3,2700,8-5-2023
Capsicum Red,kg,200,7,1400,8-5-2023
Brinjal Green Long,kg,70,5,350,8-5-2023
Orange Valencia,kg,146.67,30,4400.1,8-5-2023
Apple Chinese Fuji,kg,260,10,2600,8-5-2023
Zucchini Green,kg,100,3,300,8-5-2023
Cabbage Red,kg,65,2,130,8-5-2023
Kiwi Imported Zespri Gold,box,275,12,3300,8-5-2023
Palak,kg,50,15,750,8-5-2023
Capsicum Yellow,kg,200,5,1000,8-5-2023
Bitter Gourd,kg,50.51,9.9,500.049,8-5-2023
Lemon,kg,60,32,1920,8-5-2023
Tendor Coconut,pc,55,40,2200,8-5-2023
Banana Normal,pc,5,20,100,8-5-2023
Tomato Himsona,kg,176,100,17600,8-5-2023
Tenchi Pear,kg,358.33,12,4299.96,8-5-2023
Kachi Haldi,kg,120,5,600,8-5-2023
Zesperi Kiwi Gold Jumbo,packet,141.67,12,1700.04,8-5-2023
Blueberry Jumbo,box,191.67,24,4600.08,8-5-2023
Pineapple Rani,pc,90,20,1800,8-5-2023
Potato Phadi,kg,26,50,1300,8-5-2023
Achari Green Chilly,kg,100,5,500,8-5-2023
Kiwi Crunch 4Pc,box,133.33,6,799.98,8-5-2023
Mushroom Loose,kg,130.9,22,2879.8,8-5-2023
AMERICAN CORN FROZEN,pkt,60,12,720,8-5-2023
LEMON GREEN,kg,40,1,40,8-5-2023
GREEN PEAS FROZEN,kg,65,2,130,8-5-2023
AFGAN KANDA CHERRY,box,350,8,2800,8-5-2023
Australian avocado,No,312.5,4,1250,8-5-2023
BANANA LEAVES,EA,20,10,200,8-5-2023
Amla,kg,150,5,750,8-6-2023
Green Peas,kg,160,10,1600,8-6-2023
Broccoli,kg,200,10,2000,8-6-2023
Ridge Gourd,kg,50,15,750,8-6-2023
Avocado,pc,89.29,42,3750.18,8-6-2023
Papaya,kg,47,20,940,8-6-2023
Lemongrass,kg,150,2,300,8-6-2023
Chilli Green,kg,80,5,400,8-6-2023
Parsley,box,160,1,160,8-6-2023
Beans French,kg,100,10,1000,8-6-2023
Brinjal Black Big,kg,50,15,750,8-6-2023
Brinjal Black Round,kg,50,10,500,8-6-2023
Mango Chousa,kg,146.34,20.5,2999.97,8-6-2023
Brinjal Black Long,kg,50,5,250,8-6-2023
Red Globe,kg,214.29,7,1500.03,8-6-2023
Cauliflower,kg,110,20,2200,8-6-2023
Mint,pkt,80,3,240,8-6-2023
Dragon Fruit,pc,45,20,900,8-6-2023
Mushroom,box,28,75,2100,8-6-2023
Thomson Grapes,kg,151.16,8.6,1299.976,8-6-2023
Spring Onion,kg,130,1,130,8-6-2023
Capsicum Green,kg,120,30,3600,8-6-2023
Onion,kg,22,250,5500,8-6-2023
Iceberg,kg,150,5,750,8-6-2023
Arbi,kg,50,5,250,8-6-2023
Blueberry,box,175,12,2100,8-6-2023
Cucumber Local,kg,30,30,900,8-6-2023
Celery,kg,100,2,200,8-6-2023
Radish White,kg,50,10,500,8-6-2023
Peeled Garlic,kg,130,2,260,8-6-2023
Sprouts Chana,box,16,10,160,8-6-2023
Cabbage Green,kg,40,10,400,8-6-2023
Cucumber White,kg,60,30,1800,8-6-2023
Apple Granny Smith,kg,221.05,19,4199.95,8-6-2023
Babycorn,packet,30,5,150,8-6-2023
Water Melon Red,kg,36,62,2232,8-6-2023
Pomegranate,kg,130,20,2600,8-6-2023
Kiwi Imported Zespri Green,box,66.67,12,800.04,8-6-2023
Coriander,kg,100,10,1000,8-6-2023
Basil Italian,kg,130,1,130,8-6-2023
Carrot Delhi,kg,40,20,800,8-6-2023
Bhindi,kg,40,10,400,8-6-2023
Asparagus,kg,900,3,2700,8-6-2023
Tomato Red Cherry,box,300,1,300,8-6-2023
Capsicum Red,kg,200,5,1000,8-6-2023
Brinjal Green Long,kg,60,5,300,8-6-2023
Apple Chinese Fuji,kg,273.68,19,5199.92,8-6-2023
Pumpkin,kg,50,10,500,8-6-2023
Ginger,kg,180,10,1800,8-6-2023
Kiwi Imported Zespri Gold,box,157.14,14,2199.96,8-6-2023
Palak,kg,50,25,1250,8-6-2023
Capsicum Yellow,kg,200,5,1000,8-6-2023
Lemon,kg,60,30,1800,8-6-2023
Tendor Coconut,pc,55,40,2200,8-6-2023
Mini Orange,kg,180.85,9.4,1699.99,8-6-2023
Banana Normal,pc,5,12,60,8-6-2023
Tomato Himsona,kg,160,75,12000,8-6-2023
Imported Babugosha,kg,234.3,12.8,2999.04,8-6-2023
Thai Guava,kg,94.74,19,1800.06,8-6-2023
Grape Fruit,kg,220,15,3300,8-6-2023
Apple Washington,kg,315.22,18.4,5800.048,8-6-2023
Round Gourd,kg,40,10,400,8-6-2023
Zesperi Kiwi Gold Jumbo,packet,141.67,12,1700.04,8-6-2023
Blueberry Jumbo,box,191.67,24,4600.08,8-6-2023
Local Guava,kg,80,15,1200,8-6-2023
Pineapple Rani,pc,75,30,2250,8-6-2023
Imported Plum Red,kg,264.15,5.3,1399.995,8-6-2023
Rocket Leaf,box,800,1,800,8-6-2023
Afghan Apricot,box,137.5,12,1650,8-6-2023
Potato Phadi,kg,23,100,2300,8-6-2023
Himachal Red Pear,kg,111.11,27,2999.97,8-6-2023
White Petha,kg,30,28,840,8-6-2023
Zimi Kand,kg,100,10,1000,8-6-2023
South Pear,kg,344,12.5,4300,8-6-2023
Arbi Leaves,Bunch,10,10,100,8-6-2023
Red Potato,kg,18,50,900,8-6-2023
Kiwi Local,pc,26.67,30,800.1,8-6-2023
ACHARI RED CHILLI,kg,100,5,500,8-6-2023
AFGAN KANDA CHERRY,box,375,12,4500,8-6-2023
BANANA LEAVES,EA,20,10,200,8-6-2023
Basil Italian,kg,100,2,200,8-6-2023
Broccoli,kg,200,10,2000,8-6-2023
Celery,kg,120,1,120,8-6-2023
Iceberg,kg,70,10,700,8-6-2023
Kale,box,400,1.5,600,8-6-2023
Lettuce,kg,170,2,340,8-6-2023
Spring Onion,kg,160,3,480,8-6-2023
Tomato Red Cherry,box,250,1,250,8-6-2023
